currencyCode,tierMinimumUnits,retailPrice,unitPrice,armRegionName,location,effectiveStartDate,meterId,meterName,productId,skuId,productName,skuName,serviceName,serviceId,serviceFamily,unitOfMeasure,type,isPrimaryMeterRegion,armSkuName,reservationTerm
USD,0.0,26072.0,26072.0,westus2,US West 2,2017-12-01T00:00:00Z,85a0eb16-f1fe-4380-aa60-783af8412ce1,F64s v2,DZH318Z0BQ4X,DZH318Z0BQ4X/0033,Virtual Machines FSv2 Series,F64s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Standard_F64s_v2,3 Years
USD,0.0,2.706,2.706,westus2,US West 2,2020-03-01T00:00:00Z,85a0eb16-f1fe-4380-aa60-783af8412ce1,F64s v2,DZH318Z0BQ4X,DZH318Z0BQ4X/004B,Virtual Machines FSv2 Series,F64s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_F64s_v2,
USD,0.0,3.045,3.045,westus2,US West 2,2020-03-01T00:00:00Z,863129da-0f80-45d6-ab3d-6d044efe2332,F72s v2,DZH318Z0BQ4X,DZH318Z0BQ4X/0048,Virtual Machines FSv2 Series,F72s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_F72s_v2,
USD,0.0,29331.0,29331.0,westus2,US West 2,2017-12-01T00:00:00Z,863129da-0f80-45d6-ab3d-6d044efe2332,F72s v2,DZH318Z0BQ4X,DZH318Z0BQ4X/0031,Virtual Machines FSv2 Series,F72s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Standard_F72s_v2,3 Years
USD,0.0,15764.0,15764.0,westus2,US West 2,2017-12-01T00:00:00Z,863129da-0f80-45d6-ab3d-6d044efe2332,F72s v2,DZH318Z0BQ4X,DZH318Z0BQ4X/0030,Virtual Machines FSv2 Series,F72s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Standard_F72s_v2,1 Year
USD,0.0,0.651,0.651,westus2,US West 2,2020-03-01T00:00:00Z,8d38408f-08b3-4a00-a6fb-7c163123d783,F8s v2,DZH318Z0BPWJ,DZH318Z0BPWJ/000H,Virtual Machines FSv2 Series Windows,F8s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_F8s_v2,
USD,0.0,0.338,0.338,westus2,US West 2,2020-03-01T00:00:00Z,8d38408f-08b3-4a00-a6fb-7c163123d783,F8s v2,DZH318Z0BPWJ,DZH318Z0BPWJ/000H,Virtual Machines FSv2 Series Windows,F8s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,Standard_F8s_v2,
USD,0.0,1.888,1.888,westus2,US West 2,2020-06-01T00:00:00Z,8ffaa974-2b64-5650-b776-c671ebe2270b,E16d v4,DZH318Z0D1LH,DZH318Z0D1LH/0043,Virtual Machines Edv4 Series Windows,E16d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16d_v4,
USD,0.0,1.152,1.152,westus2,US West 2,2020-06-01T00:00:00Z,8ffaa974-2b64-5650-b776-c671ebe2270b,E16d v4,DZH318Z0D1LH,DZH318Z0D1LH/0043,Virtual Machines Edv4 Series Windows,E16d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,Standard_E16d_v4,
USD,0.0,4.608,4.608,westus2,US West 2,2020-06-01T00:00:00Z,91f1878b-ac40-539f-990d-acb64f3920b9,E64d v4,DZH318Z0D1LH,DZH318Z0D1LH/003H,Virtual Machines Edv4 Series Windows,E64d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,Standard_E64d_v4,
USD,0.0,7.552,7.552,westus2,US West 2,2020-06-01T00:00:00Z,91f1878b-ac40-539f-990d-acb64f3920b9,E64d v4,DZH318Z0D1LH,DZH318Z0D1LH/003H,Virtual Machines Edv4 Series Windows,E64d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E64d_v4,
